motor_id;timestamp;rotacao_rpm;vibracao_mm_s;temperatura_c;corrente_a;falha
1;2026-01-01 02:37:00;1797,96;2,218;80,94;14,08;2
1;2026-01-01 02:38:00;1869,31;2,617;81,14;14,68;2
1;2026-01-01 02:39:00;1795,56;3,378;81,61;13,96;2
1;2026-01-01 02:40:00;1837,06;3,135;78,49;15,93;2
1;2026-01-01 02:41:00;1793,52;2,38;81,12;14,99;2
1;2026-01-01 02:42:00;1839,38;2,748;78,26;15,28;2
1;2026-01-01 02:43:00;1825,72;2,659;79,07;15,01;2
1;2026-01-01 02:44:00;1812,18;2,771;78,5;15,69;2
1;2026-01-01 02:45:00;1815,07;2,379;78;14,14;2
1;2026-01-01 02:46:00;1799,72;2,623;83,81;13,12;2
1;2026-01-01 02:47:00;1827,25;2,019;83,04;14,43;2
1;2026-01-01 02:48:00;1804,72;2,712;83,94;15,07;2
1;2026-01-01 02:49:00;1785,45;2,838;81,77;14,86;2
1;2026-01-01 02:50:00;1784,14;2,567;83,79;14,98;2
1;2026-01-01 02:51:00;1820,41;2,012;77,62;15,64;2
1;2026-01-01 02:52:00;1855,57;3,054;84,35;15,12;2
1;2026-01-01 02:53:00;1820,09;2,804;82,81;15,41;2
1;2026-01-01 02:54:00;1813,13;2,368;84,11;14,41;2
1;2026-01-01 02:55:00;1823,24;2,546;83,67;14,35;2
1;2026-01-01 02:56:00;1848,74;2,058;80,42;16,02;2
1;2026-01-01 02:57:00;1821,58;2,248;79,32;15,15;2
1;2026-01-01 02:58:00;1805,82;2,443;81,46;14,75;2
1;2026-01-01 02:59:00;1835,06;3,731;84,83;14,79;2
1;2026-01-01 03:00:00;1821,02;3,092;85,32;14,82;2
1;2026-01-01 03:01:00;1836,31;3,713;80,34;14,82;2
1;2026-01-01 03:02:00;1824,07;3,351;81,49;14,51;2
1;2026-01-01 03:03:00;1773,92;3,774;82,31;14,42;2
1;2026-01-01 03:04:00;1769,42;3,727;83,4;15,25;2
1;2026-01-01 03:05:00;1839,87;4,242;81,06;15,05;2
1;2026-01-01 03:06:00;1869,97;3,788;81,08;16,11;2
1;2026-01-01 03:07:00;1822,28;3,482;82,76;15,66;2
1;2026-01-01 03:08:00;1835,73;3,667;85,2;15,68;2
1;2026-01-01 03:09:00;1840,8;4,116;82,21;15,11;2
1;2026-01-01 03:10:00;1792,44;3,938;85,05;15,53;2
1;2026-01-01 03:11:00;1768,58;4,71;88,16;15,86;2
1;2026-01-01 03:12:00;1825,27;4,469;82,43;16,11;2
1;2026-01-01 03:13:00;1794,94;5,714;85,34;15,66;2
1;2026-01-01 03:14:00;1826,59;4,178;88,6;16,41;2
1;2026-01-01 03:15:00;1836,42;5,063;85,16;15,8;2
1;2026-01-01 03:16:00;1849,43;4,64;84,95;16,31;2
1;2026-01-01 03:17:00;1829,16;5,002;89,47;15,58;2
1;2026-01-01 03:18:00;1845,69;5,365;85,97;14,83;2
1;2026-01-01 03:19:00;1830,94;4,487;89,67;16,12;2
1;2026-01-01 03:20:00;1755,22;5,621;88,16;16,43;2
1;2026-01-01 03:21:00;1793,09;6,397;86,4;16,38;2
1;2026-01-01 03:22:00;1777,16;5,563;88,63;16,33;2
1;2026-01-01 03:23:00;1843,12;5,957;88,41;15,9;2
1;2026-01-01 03:24:00;1804,63;6,372;90,33;15,67;2
1;2026-01-01 03:25:00;1813,9;6,006;86,59;16,52;2
1;2026-01-01 03:26:00;1829,45;5,948;88,23;16,49;2
1;2026-01-01 03:27:00;1874,66;5,379;88,15;15,93;2
1;2026-01-01 03:28:00;1867,27;6,654;90,24;16,97;2
1;2026-01-01 03:29:00;1775,33;6,462;86,09;15,82;2
1;2026-01-01 03:30:00;1796,72;6,211;91,37;16,04;2
1;2026-01-01 03:31:00;1832,16;6,775;90,17;17,41;2
1;2026-01-01 03:32:00;1835,84;6,6;85,89;16,99;2
1;2026-01-01 03:33:00;1818,5;6,731;75,9;12,57;1
1;2026-01-01 03:34:00;1832,14;7,294;78,46;12,96;1
1;2026-01-01 03:35:00;1866,22;6,625;75,38;12,88;1
1;2026-01-01 03:36:00;1747,94;7,688;76,45;11,14;1
1;2026-01-01 03:37:00;1767,16;6,819;73,09;12,25;1
1;2026-01-01 03:38:00;1796,41;7,222;68,73;12,76;1
1;2026-01-01 03:39:00;1766,71;8,365;68,27;12,58;1
1;2026-01-01 03:40:00;1922,53;8,156;73,52;12,94;1
1;2026-01-01 03:41:00;1875,14;7,853;71,4;13,47;1
1;2026-01-01 03:42:00;1930,38;7,546;70,59;12,6;1
1;2026-01-01 03:43:00;1848,34;7,82;72,72;12,15;1
1;2026-01-01 03:44:00;1778,55;8,17;74,42;12,98;1
1;2026-01-01 03:45:00;1725,07;8,264;69,25;12,59;1
1;2026-01-01 03:46:00;1825,53;8,322;71,76;12,7;1
1;2026-01-01 03:47:00;1830,79;8,455;76,65;12,61;1
1;2026-01-01 03:48:00;1823,98;2,573;70,19;14,13;0
1;2026-01-01 03:49:00;1846,24;2,082;75,05;11,45;0
1;2026-01-01 03:50:00;1797,87;2,452;71,67;12,56;0
1;2026-01-01 03:51:00;1799,74;3,024;74,24;12,79;0
1;2026-01-01 03:52:00;1762,41;2,111;75,62;12,32;0
1;2026-01-01 03:53:00;1812,03;2,582;74,73;13,33;0
1;2026-01-01 03:54:00;1789,53;2,33;75,15;13,28;0
1;2026-01-01 03:55:00;1802,86;2,703;70;12,76;0
1;2026-01-01 03:56:00;1794,17;2,503;75,66;12,63;0
1;2026-01-01 03:57:00;1813,74;3,249;70,75;12,72;0
1;2026-01-01 03:58:00;1772,15;2,861;73,53;12,73;0
1;2026-01-01 03:59:00;1779,42;2,134;73,52;12,74;0
1;2026-01-01 04:00:00;1869,32;2,927;74,09;12,68;0
1;2026-01-01 04:01:00;1783,91;2,348;73,72;12,94;0
1;2026-01-01 04:02:00;1788,67;2,428;70,77;13,24;0
1;2026-01-01 04:03:00;1862,02;2,784;69,5;12,05;0
1;2026-01-01 04:04:00;1888,72;2,462;75,06;12,16;0
1;2026-01-01 04:05:00;1786,8;3,015;73,34;11,74;0
1;2026-01-01 04:06:00;1806,89;2,349;75,75;13,31;0
1;2026-01-01 04:07:00;1824,63;2,411;72,77;12,94;0
1;2026-01-01 04:08:00;1859,31;2,396;69,37;13,09;0
1;2026-01-01 04:09:00;1791,42;2,432;75,29;11,93;0
1;2026-01-01 04:10:00;1809,96;3,098;71,95;13,86;0
1;2026-01-01 04:11:00;1835,53;2,91;73,73;12,42;0
1;2026-01-01 04:12:00;1826,96;3,342;71,26;12,89;0
1;2026-01-01 04:13:00;1806,69;3,565;76,99;13,3;0
1;2026-01-01 04:14:00;1812,75;2,246;70,69;12,2;0
1;2026-01-01 04:15:00;1781,72;2,686;72,04;12,46;0
1;2026-01-01 04:16:00;1810,14;2,188;73,15;12,9;0
1;2026-01-01 04:17:00;1809,43;2,347;70,15;14,5;0
1;2026-01-01 04:18:00;1821,9;2,406;73,71;12,97;0
1;2026-01-01 04:19:00;1802,21;2,235;76,91;13,75;0
1;2026-01-01 04:20:00;1827,88;2,238;71,65;13,51;0
1;2026-01-01 04:21:00;1841,41;2,601;73,87;13,01;0
1;2026-01-01 04:22:00;1819,98;2,172;66,01;12,2;0
1;2026-01-01 04:23:00;1824,89;2,995;72,78;13,43;0
1;2026-01-01 04:24:00;1817,42;2,291;72,1;11,89;0
1;2026-01-01 04:25:00;1816,1;3,782;70,83;13,75;0
1;2026-01-01 04:26:00;1798,05;2,478;75,58;12,91;0
1;2026-01-01 04:27:00;1824,01;2,687;72,06;11,2;0
1;2026-01-01 04:28:00;1813,66;2,14;72,44;12,59;0
1;2026-01-01 04:29:00;1868,42;3,341;71,94;13,18;0
1;2026-01-01 04:30:00;1855,43;3,106;68,09;12,65;0
1;2026-01-01 04:31:00;1825,74;2,777;70,05;13,22;0
1;2026-01-01 04:32:00;1797,02;2,12;75,28;12,28;0
1;2026-01-01 04:33:00;1788,28;2,743;67,6;12,01;0
1;2026-01-01 04:34:00;1845,87;2,21;70,96;12,75;0
1;2026-01-01 04:35:00;1822,66;3,243;71,88;12,81;0
1;2026-01-01 04:36:00;1828,1;2,982;77,24;12,58;0
1;2026-01-01 04:37:00;1772,48;2,696;74,8;13,53;0
1;2026-01-01 04:38:00;1839,28;1,684;71,49;12,28;0
1;2026-01-01 04:39:00;1827,45;2,265;76,14;12,98;0
1;2026-01-01 04:40:00;1788,33;2,933;71,03;12,83;0
1;2026-01-01 04:41:00;1804,31;3,143;75,4;11,86;0
1;2026-01-01 04:42:00;1822,69;3,102;69,48;12;0
1;2026-01-01 04:43:00;1817,41;2,022;75,56;12,8;0
1;2026-01-01 04:44:00;1808,79;2,779;71,86;13,98;0
1;2026-01-01 04:45:00;1813,51;3,065;70,31;13,14;0
1;2026-01-01 04:46:00;1809,79;1,995;72,34;11,75;0
1;2026-01-01 04:47:00;1819,91;2,655;73,57;10,92;0
1;2026-01-01 04:48:00;1852,88;2,768;71,64;13,23;0
1;2026-01-01 04:49:00;1751,93;2,538;74,26;12,73;0
1;2026-01-01 04:50:00;1810,17;1,917;71,42;13,47;0
1;2026-01-01 04:51:00;1820,51;2,528;74,43;12,26;0
1;2026-01-01 04:52:00;1823,49;2,527;73,98;13;0
1;2026-01-01 04:53:00;1806,8;2,599;72,73;13,3;0
1;2026-01-01 04:54:00;1772,18;2,433;71,78;12,52;0
1;2026-01-01 04:55:00;1824,29;2,481;73,26;12,53;0
1;2026-01-01 04:56:00;1859,28;2,642;74,25;12,8;0
1;2026-01-01 04:57:00;1777,75;2,835;78,03;13,12;0
1;2026-01-01 04:58:00;1837,69;2,537;75,23;12,78;0
1;2026-01-01 04:59:00;1807,88;2,494;75,32;13,37;0
1;2026-01-01 05:00:00;1814,56;2,695;80,6;12,51;0
1;2026-01-01 05:01:00;1789,77;1,89;74,17;11,99;0
1;2026-01-01 05:02:00;1807,73;2,849;74,09;13,98;0
1;2026-01-01 05:03:00;1848,59;2,658;74,64;12,43;0
1;2026-01-01 05:04:00;1830,66;2,674;73,01;12,7;0
1;2026-01-01 05:05:00;1859,4;3,043;74,71;13,03;0
1;2026-01-01 05:06:00;1845,53;1,877;74,84;13,14;0
1;2026-01-01 05:07:00;1827,07;1,869;78,02;12,89;0
1;2026-01-01 05:08:00;1859,69;2,768;76,25;13,14;0
1;2026-01-01 05:09:00;1787,7;3,056;77,32;13,44;0
1;2026-01-01 05:10:00;1792,5;3,177;79,98;13,63;0
1;2026-01-01 05:11:00;1759,47;2,974;79,71;12,18;0
1;2026-01-01 05:12:00;1763,62;3,475;77,43;14,78;0
1;2026-01-01 05:13:00;1739,6;3,632;76,45;13,63;0
1;2026-01-01 05:14:00;1776,85;3,502;81,25;14,13;0
1;2026-01-01 05:15:00;1717,74;3,255;80,63;13,02;0
1;2026-01-01 05:16:00;1761,83;2,566;74,97;13,62;0
1;2026-01-01 05:17:00;1732,58;3,767;78,49;13,56;0
1;2026-01-01 05:18:00;1761,71;3,998;79,98;14,91;0
1;2026-01-01 05:19:00;1746,28;3,817;81,8;13,74;0
1;2026-01-01 05:20:00;1768,1;3,257;82,41;14,61;0
1;2026-01-01 05:21:00;1735,94;3,929;81,14;13,83;0
1;2026-01-01 05:22:00;1673,44;4,053;82,18;14,01;0
1;2026-01-01 05:23:00;1706,15;4,383;81,16;14,2;0
1;2026-01-01 05:24:00;1673,6;3,459;79,61;15,18;0
1;2026-01-01 05:25:00;1685,02;3,769;80,93;13,34;0
1;2026-01-01 05:26:00;1730,84;4,208;81,91;13,75;0
1;2026-01-01 05:27:00;1704,08;3,982;82,07;13,43;0
1;2026-01-01 05:28:00;1665,74;3,563;77,73;14,01;0
1;2026-01-01 05:29:00;1652,95;4,225;81,74;14,24;0
1;2026-01-01 05:30:00;1674,19;4,341;83,16;13,82;0
1;2026-01-01 05:31:00;1638,04;4,195;82,6;14,41;0
1;2026-01-01 05:32:00;1646,75;4,298;82,98;13,7;2
1;2026-01-01 05:33:00;1666,41;4,156;85,1;14,36;2
1;2026-01-01 05:34:00;1682,57;4,901;81,47;15,76;3
1;2026-01-01 05:35:00;1663,99;4;80,39;15,34;3
1;2026-01-01 05:36:00;1586,56;4,175;83,87;15,28;3
1;2026-01-01 05:37:00;1646,53;4,464;86,94;14,63;3
1;2026-01-01 05:38:00;1635,8;4,862;89,54;14,37;3
1;2026-01-01 05:39:00;1639,43;3,961;87,56;14,67;3
1;2026-01-01 05:40:00;1664,56;4,086;82,23;15,39;3
1;2026-01-01 05:41:00;1567,66;3,845;85,6;16;3
1;2026-01-01 05:42:00;1599,54;4,723;87,11;16,08;3
1;2026-01-01 05:43:00;1624,17;4,313;87,2;15,98;3
1;2026-01-01 05:44:00;1564,93;4,656;88,4;15,23;3
1;2026-01-01 05:45:00;1636,45;5,125;85,04;15,75;3
1;2026-01-01 05:46:00;1603,84;4,654;87,79;15,6;3
1;2026-01-01 05:47:00;1610,87;5,053;88,96;15,74;3
1;2026-01-01 05:48:00;1570,51;4,891;90,26;17,14;3
1;2026-01-01 05:49:00;1600,21;5,329;86,47;14,93;3
1;2026-01-01 05:50:00;1601,66;5,301;87,91;15,9;3
1;2026-01-01 05:51:00;1575,85;4,884;82,3;16,84;3
1;2026-01-01 05:52:00;1570,96;5,143;87,8;15,29;3
1;2026-01-01 05:53:00;1566,94;5,678;88,33;15,85;3
1;2026-01-01 05:54:00;1533,68;5,468;87,38;15,98;3
1;2026-01-01 05:55:00;1546,65;4,802;90,63;16,23;3
1;2026-01-01 05:56:00;1541,6;5,673;90,36;15,47;3
1;2026-01-01 05:57:00;1550,08;5,027;85,14;16,84;3
1;2026-01-01 05:58:00;1560,57;6,076;91,62;16,95;3
1;2026-01-01 05:59:00;1504,19;5,971;89,04;16,92;3
1;2026-01-01 06:00:00;1522,61;5,727;92,87;16,15;3
1;2026-01-01 06:01:00;1557,85;5,724;88,74;16,79;3
1;2026-01-01 06:02:00;1497,3;5,627;92,3;16,26;3
1;2026-01-01 06:03:00;1490,41;6,032;91,81;16,66;3
1;2026-01-01 06:04:00;1511,1;5,663;93,56;18,22;3
1;2026-01-01 06:05:00;1522,23;5,955;93,4;17,05;3
1;2026-01-01 06:06:00;1496,49;6,26;92,74;16,34;3
1;2026-01-01 06:07:00;1524,51;5,736;89,83;17,22;3
1;2026-01-01 06:08:00;1507,78;5,765;90,26;16,37;3
1;2026-01-01 06:09:00;1502,48;5,584;92,78;16,52;3
1;2026-01-01 06:10:00;1490,37;5,686;94,51;16,68;3
1;2026-01-01 06:11:00;1529,79;5,43;93,3;17,1;3
1;2026-01-01 06:12:00;1461,55;6,503;96,67;17,99;3
1;2026-01-01 06:13:00;1411,67;6,985;94,7;17,84;3
1;2026-01-01 06:14:00;1496,94;6,882;93,27;17,87;3
1;2026-01-01 06:15:00;1440,47;5,711;95,28;16,96;3
1;2026-01-01 06:16:00;1449,69;6,702;96,82;17,36;3
1;2026-01-01 06:17:00;1474,81;7,031;97,36;17,91;3
1;2026-01-01 06:18:00;1397,09;6,329;101,53;17,43;3
1;2026-01-01 06:19:00;1400,93;6,602;95,45;17,7;3
1;2026-01-01 06:20:00;1387,27;5,809;97,23;18,2;3
1;2026-01-01 06:21:00;1402,53;6,769;98,76;17,79;3
1;2026-01-01 06:22:00;1827,08;2,233;97,93;15,32;2
1;2026-01-01 06:23:00;1829,2;2,738;97,02;16,17;2
1;2026-01-01 06:24:00;1823;2,034;94,69;15,14;2
1;2026-01-01 06:25:00;1780,77;2,875;97,57;15,98;2
1;2026-01-01 06:26:00;1758,34;3,068;96,45;15,63;2
1;2026-01-01 06:27:00;1817,45;2,345;95,11;14,45;2
1;2026-01-01 06:28:00;1804,3;2,204;70,89;12,13;0
1;2026-01-01 06:29:00;1827,58;1,796;70,26;12,29;0
1;2026-01-01 06:30:00;1833,64;2,552;74,34;12,28;0
1;2026-01-01 06:31:00;1819,55;2,426;74,38;12,74;0
1;2026-01-01 06:32:00;1835,1;2,038;70,62;13,16;0
1;2026-01-01 06:33:00;1821,82;2,84;72,23;13,54;0
1;2026-01-01 06:34:00;1829,35;2,478;68,23;12,97;0
1;2026-01-01 06:35:00;1798,48;2,228;71,64;12,52;0
1;2026-01-01 06:36:00;1811,6;2,436;73,88;11,54;0
1;2026-01-01 06:37:00;1821,01;3,087;74,94;12,83;0
1;2026-01-01 06:38:00;1836,61;2,899;71,1;12,8;0
1;2026-01-01 06:39:00;1806,25;2,606;75,51;12,9;0
1;2026-01-01 06:40:00;1829,12;2,906;69,09;14,05;0
1;2026-01-01 06:41:00;1809,45;2,194;69,76;13,53;0
1;2026-01-01 06:42:00;1813,15;2,671;74,65;13,26;0
1;2026-01-01 06:43:00;1836,83;2,717;77,06;12,21;0
1;2026-01-01 06:44:00;1766,27;2,47;74,11;12,48;0
1;2026-01-01 06:45:00;1783,68;2,833;72,78;12,73;0
1;2026-01-01 06:46:00;1779,04;2,346;67,39;12,32;0
1;2026-01-01 06:47:00;1757,75;2,862;67,82;13,09;0
1;2026-01-01 06:48:00;1799,14;2,879;73,2;13;0
